datetime,value
2021-06-28T21:00:00+02:00,255.13
2021-06-28T22:00:00+02:00,161.39
2021-06-28T23:00:00+02:00,158.85
2021-06-29T00:00:00+02:00,119.27
2021-06-29T01:00:00+02:00,119.24
2021-06-29T02:00:00+02:00,115.07
2021-06-29T03:00:00+02:00,116.11
2021-06-29T04:00:00+02:00,115.48
2021-06-29T05:00:00+02:00,118.31
2021-06-29T06:00:00+02:00,121.19
2021-06-29T07:00:00+02:00,125.47
2021-06-29T08:00:00+02:00,165.41
2021-06-29T09:00:00+02:00,160.43
2021-06-29T10:00:00+02:00,252.36
2021-06-29T11:00:00+02:00,251.02
2021-06-29T12:00:00+02:00,248.58
2021-06-29T13:00:00+02:00,246.25
2021-06-29T14:00:00+02:00,151.61
2021-06-29T15:00:00+02:00,148.01
2021-06-29T16:00:00+02:00,148.24
2021-06-29T17:00:00+02:00,149.23
2021-06-29T18:00:00+02:00,246.54
2021-06-29T19:00:00+02:00,250.49
2021-06-29T20:00:00+02:00,251.2
2021-06-29T21:00:00+02:00,251.1
2021-06-29T22:00:00+02:00,158.26
2021-06-29T23:00:00+02:00,156.37
2021-06-30T00:00:00+02:00,117.6
2021-06-30T01:00:00+02:00,117.25
2021-06-30T02:00:00+02:00,113.72
2021-06-30T03:00:00+02:00,115.5
2021-06-30T04:00:00+02:00,114.51
2021-06-30T05:00:00+02:00,120.34
2021-06-30T06:00:00+02:00,122.35
2021-06-30T07:00:00+02:00,122.94
2021-06-30T08:00:00+02:00,160.98
2021-06-30T09:00:00+02:00,158.93
2021-06-30T10:00:00+02:00,251.41
2021-06-30T11:00:00+02:00,250.95
2021-06-30T12:00:00+02:00,251.76
2021-06-30T13:00:00+02:00,248.72
2021-06-30T14:00:00+02:00,151.73
2021-06-30T15:00:00+02:00,145.83
2021-06-30T16:00:00+02:00,145.51
2021-06-30T17:00:00+02:00,150.54
2021-06-30T18:00:00+02:00,248.7
2021-06-30T19:00:00+02:00,253.44
2021-06-30T20:00:00+02:00,254.64
2021-06-30T21:00:00+02:00,252.64
2021-06-30T22:00:00+02:00,159.77
2021-06-30T23:00:00+02:00,158.24
