dataauthor_id,dataedit_history_tweet_ids,datageo,dataid,datatext,includes,matching_rules
1423251091953696771,['1606261195987554304'],{},1606261195987554304,"@pbecchi Oder könnte es nicht das Gegenteil sein, Herr Professor?","{'users': [{'id': '1423251091953696771', 'name': 'Liselotte Rosa Adele', 'username': 'LiselotteRosa'}, {'id': '707022920', 'name': 'Paolo Becchi', 'username': 'pbecchi'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
dataauthor_id,dataedit_history_tweet_ids,datageo,dataid,datatext,includes,matching_rules
144441754,['1606261225884508163'],{},1606261225884508163,RT @VMOSN: Qué raro que una Ministra piense que publicar cartas de recomendación en Twitter es la forma de probar que su tesis no es plagia…,"{'users': [{'id': '144441754', 'name': 'Argos', 'username': 'ArgosMx'}, {'id': '144536024', 'name': 'Vanessa', 'username': 'VMOSN'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
712342107554455552,['1606261226530488320'],{},1606261226530488320,"RT @JoanaCotar: Interessant. Gehört es auch zum Auftrag des öffentlich-rechtlichen Rundfunk, Bürger anzuzeigen? Mit den Zwangsgebühren exte…","{'users': [{'id': '712342107554455552', 'name': 'Elsa Avril', 'username': 'ClspElsa'}, {'id': '814970546366611457', 'name': 'Joana Cotar', 'username': 'JoanaCotar'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
61607273,['1606261228774604803'],{},1606261228774604803,"RT @LaScaloneta: Un tipo que es ultra millonario que ya tiene la vida resuelta, que ya había ganado todo a nivel club y individual, lo sigu…","{'users': [{'id': '61607273', 'name': 'Rafa Cortés', 'username': 'gomezcognak'}, {'id': '1100823162802130946', 'name': 'La Scaloneta 🇦🇷⭐️⭐️⭐️', 'username': 'LaScaloneta'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
1337577739180797952,['1606261225955872768'],{},1606261225955872768,"RT @DIVIZIO1: 4 millions d'euros pleuvent sur le compte du commissaire européen aux vaccins - Égalité

Je connaissais l’argent qui disparaî…","{'users': [{'id': '1337577739180797952', 'name': 'Zorro', 'username': 'Zorro65507943'}, {'id': '398785825', 'name': 'Fabrice Di Vizio', 'username': 'DIVIZIO1'}]}","[{'id': '1603160765216743425', 'tag': 'lang'}]"
2426971089,['1606261227872665600'],{},1606261227872665600,@LiOmitmios 😭,"{'users': [{'id': '2426971089', 'name': 'ms teriös \U0001fab7', 'username': 'bgruende'}, {'id': '1379439378234228742', 'name': 'Li-O', 'username': 'LiOmitmios'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
119562261,['1606261225695760384'],{},1606261225695760384,RT @Mike_Demonio: @CoChilenaIsrael Y esto qué es? https://t.co/mwyR0d5tU2,"{'users': [{'id': '119562261', 'name': '🌳Angeladread🌳', 'username': 'Angeladread'}, {'id': '20888434', 'name': '❌ Mike El Demonio 😈🌳', 'username': 'Mike_Demonio'}, {'id': '732669439309697024', 'name': 'Com. Chilena Israel', 'username': 'CoChilenaIsrael'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
2825165826,['1606261227927191552'],{},1606261227927191552,"RT @Cronopio777: ¿Es Di María, después de Messi, el mejor jugador argentino del siglo XXI?
Para mi si. https://t.co/CKYQwN8qgO","{'users': [{'id': '2825165826', 'name': 'NikolaiiS ⭐⭐⭐', 'username': 'nikolais_r'}, {'id': '256859291', 'name': 'Julio Cronopiano', 'username': 'Cronopio777'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
634871468,['1606261228782886915'],{},1606261228782886915,@MariaFdaCabal Pareciera que eso es lo que el gobierno quiere generar zozobra en la comunidad,"{'users': [{'id': '634871468', 'name': 'julio cesar bust3', 'username': '1956Namay'}, {'id': '350862112', 'name': 'María Fernanda Cabal', 'username': 'MariaFdaCabal'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
1537173248651190272,['1606261225909735424'],{},1606261225909735424,"RT @nayibbukele: Los invitamos a ver el encendido del árbol de Navidad en Casa Presidencial, en Cadena Nacional de Radio y Televisión.

Hoy…","{'users': [{'id': '1537173248651190272', 'name': 'Douglas Rios', 'username': 'Douglasriosfit'}, {'id': '20736511', 'name': 'Nayib Bukele', 'username': 'nayibbukele'}]}","[{'id': '1606252925168263173', 'tag': ''}]"
170081868,['1606261227537080321'],{},1606261227537080321,Como ninguno lo hizo!!! Es el que esta bien clsro con la meta y los objetivos. Los demas solo ven $$$$ https://t.co/Otf8gGwFBn,"{'users': [{'id': '170081868', 'name': 'Josefina Meza', 'username': 'sirikitkitika'}, {'id': '49856215', 'name': 'Gustavo Tovar', 'username': 'tovarr'}]}","[{'id': '1603158427479539712', 'tag': 'lang'}]"
